Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
4933499253;M18ONEFHIWF1DS-121C M18 FUEL™ ONE-KEY™ 1?-Akku-Schlagschrauber mit Sprengring Milwaukee;68;22;42,7;17,51;1428FF
4933446960;M12CHZ-0 FUEL™ Akku-Säbelsäge Milwaukee;29,6;16,4;8;1,78;1429FF
4932478104;LLD50 Laserempfänger Milwaukee;18,4;20,4;6,6;0,62;1430FF
4933464117;K1530H  Abbruchhammer Milwaukee;27;45;86;26,53;1431FF
4932498514;Flach- und Runddüsen Kit für Akku-Gebläse Flach- und Runddüsen Kit für Akku-Gebläse Milwaukee;10,6;25,8;21,2;0,36;1432FF
4932352726;Fett Fett Milwaukee;1,4;3;3,5;0,07;1433FF
4932399325;Hammerbohrer M2 SDS-Plus 8 x 310 mm, SDS-Plus 2-Schneiden Milwaukee;17,5;1;11;0,08;1434FF
4932363494;Metallbohrer HSS-R DIN 338  10er Pack 6,0 x 93 mm, HSS-R Milwaukee;2,5;11,5;2,5;0,13;1435FF
4932500403;Metallbohrer HSS-G THUNDERWEB DIN 338 Milwaukee 15,0 x 152 mm, HSS-G;1,8;5,3;21,5;0,14;1436FF
01-0012-Grau;Klebegewichte 50x Riegel 60g (12x5g) Stahl verzinkt Auswuchtgewicht Kleberiegel - RETTER | WW-512FE Grau;0;0;0;3;1437FF
3357521;HSS Bi-Metall M 42, 2362 x 19 x 0,9 mm, 6 - 10 ZpZ, 0° Sägeband;41;41;16;6;1438FF
3536111;SK50/DIN 69871 Startersatz;0;0;0;0;1439FF
4933441786;M12PCG 600A-0 Akku-Kartuschenpresse Milwaukee;11;60;28,5;3,81;1440FF
4932492009;SHOCKWAVE Set Schrauben 38-tlg. Set in PACKOUT kompatibler Kassette Milwaukee;3,5;10;21,7;0,45;1441FF
02-0731-02-0047;RETTER RT-706F Pro und WB-65B – Reifenservice Set für Reifenmontage und Wuchten;120;120;80;420;1442FF
4933493289;M18BSBT-202X M18™ Scherbolzenwerkzeug Milwaukee;47,5;13;36;8,52;1443FF
4933464825;ML-LED Taschenlampe Milwaukee;22,3;5,1;12,1;0,24;1444FF
4932459495;Presseinsatz für hydraulisches Akku-Presswerkzeug R13 Cu 25 Milwaukee;7,3;4,4;4,2;0,2;1445FF
4932459690;Entsorgungssack 30 l für AS 30/42 Milwaukee;24,4;38;2;0,53;1446FF
4932363284;HSS-G RED COBALT Metallbohrer DIN 338 12,0 x 151 mm, HSS-G Co Milwaukee;19,7;4,8;1,5;0,1;1447FF
4932464708;Lochsäge Bi-Metall 114 mm Contractor Milwaukee;12,6;13;9,8;0,54;1448FF
02-0513-4;6-Schubladen Schrank Modul für Schranksystem RTX5000 - 680 x 700 x 910 mm | RETTER  RTX-5000;68;70;91;128;1449FF
02-0786;Bohrschnecke 200 mm für Erdbohrer inkl Bohrschneiden;90;20;20;15;1450FF
3790024;Ø14 R56 Biegesegment-Set;0;0;0;0;1451FF
3649893;elektromech. System mit Digitalanzeige für motor. Rollenbahn Anschlagwagen;0;0;0;0;1452FF
4933493531;M18FHAFOH16-0 M18™ FUEL™ SDS-plus Akku-Kombihammer Milwaukee;27;38;12;3,78;1453FF
4933431830;AG22-180/DMS Winkelschleifer mit Totmannschalter Milwaukee;19;95;19,5;5,75;1454FF
48533830;Bohrer mittel (gerade) 22 mm für Spirale für M18FCSSM / M18FSSM Milwaukee;22,2;4,3;3,9;0,23;1455FF
4932430296;Pressbacke J18-U18 Nennweite U18 für 18 V Presswerkzeug Milwaukee;22,8;15,8;9,5;2,31;1456FF
4932344308;Hammerbohrer M2 SDS-Plus 25 x 250 mm, SDS-Plus 2-Schneiden Milwaukee;31,3;3,4;2,5;0,4;1457FF
DCF899P2-QW;"DeWalt DCF899P2-QW 18V XR Akku-Schlagschrauber 950 Nm inkl. 2x 5,0 Ah - 1/2"" Bürstenlos";30;20;25;3,5;1458FF
3790162;4,0 mm, Länge 1050 mm Rundbiegeschiene;0;0;0;0;1459FF
4311000;16 mm / R 48 mm Biegesegment;0;0;0;0;1460FF
3658015;2765 x 27 x 0,9 mm 3-4 ZpZ Sägeband;2765;1;27;5;1461FF
3655227;3100 x 27 x 0,9 mm 2-3 ZpZ Sägeband;0;0;0;62;1462FF
4932352320;"Winkelschraubvorsatz OSD 2 1/4"" Hex Aufnahme Milwaukee";4,9;16,9;24,9;0,48;1463FF
3640196;Bandbreite 54 mm Mikrosprühsystem;0;0;0;16;1464FF
3441469;Durchlass 10 - 70 mm für TM 3310 Mitlaufende Lünette;338;238;84;28;1465FF
3050632;DKC13 0-13 mm Schnellspannbohrfutter;75;120;80;6;1466FF
3052617;BMP 160L Maschinenschraubstock;445;255;80;17;1467FF
4932363519;Metallbohrer HSS-R DIN 338  10er Pack 8,5 x 117 mm, HSS-R Milwaukee;3,8;3,8;13,9;0,32;1468FF
4932371774;HSS Kernlochbohrer, lang 47 x 50 mm Milwaukee;6,2;6,1;11,5;0,34;1469FF
02-0562;RETTER  8-32 mm Ratschenschlüssel Satz 18-tlg. | ATA-ZH05I12;0;0;0;0;1470FF
4311034;45 mm / R 135 mm Biegesegment;0;0;0;0;1471FF
3658072;3375 x 27 x 0,9 mm 5-7 ZpZ Sägeband;3375;1;27;25;1472FF
3640131;Späneförderer;0;0;0;0;1473FF
4932459845;Metallbohrer HSS-G THUNDERWEB DIN 338   10er Pack 3,7 x 70 mm, HSS-G Milwaukee;3,1;3,1;15,2;0,08;1474FF
4932343299;HSS Kernlochbohrer, lang 24 x 50 mm Milwaukee;11,1;3,6;3,8;0,16;1475FF
4932399170;"Diamant-Trockenbohrkrone für Staubabsaugung DCHXL 132 x 490 mm / 1 1/4"" UNC Milwaukee";59;14;14;3,72;1476FF
4932480253;"SHOCKWAVE Schlagnuss 1/4"" lang 5 x 50 mm Milwaukee";9,8;12,6;2;0,03;1477FF
3440654;20-05 Spannblock-Satz;215;195;55;13;1478FF
3354182;VMQ 125 Fräsmaschinenschraubstock;420;280;200;31;1479FF
4933493455;"M12FCIWF12G3-502X M12™ FUEL™ 1/2"" Akku-Schlagschrauber Milwaukee";47,4;13,7;36,9;4,86;1480FF
4932498421;R13 KRT CU 16 Pressbacken KRT-Profil Milwaukee;7;4;4;0,19;1481FF
4932498015;AT-6 AIR-TIP™ schwenkbare Handbürste Milwaukee;25;18,5;14;0,72;1482FF
4932352786;Hammerbohrer SDS-Max 32 x 570 mm, SDS-Max 4-Schneiden Milwaukee;4,5;4,7;59,5;1,54;1483FF
3649260;600 mm, höhenverstellbar, Stützlast max. 700 kg Rollenbock;0;0;0;0;1484FF
3352128;Ausdreh-Ausbohrkopf-Satz ISO 40 Ausdreh-Ausbohrkopf-Satz;360;280;120;9;1485FF
3060090;1 kg Paste;0;0;0;12;1486FF
4932451779;Presseinsatz für hydraulisches Akku-Presswerkzeug DIN22 AL 300 für DIN AL Milwaukee;7;4;4;0,08;1487FF
4932352765;Hammerbohrer SDS-Max 20 x 520 mm, SDS-Max 4-Schneiden Milwaukee;54,2;3,1;3;0,76;1488FF
4932459829;Metallbohrer HSS-G THUNDERWEB DIN 338   10er Pack 1,4 x 40 mm, HSS-G Milwaukee;1,9;1,9;7,5;0,01;1489FF
4932399712;"Diamant-Nassbohrkrone WCHP 102 x 525 mm / 1 1/4"" UNC Milwaukee";53;10,5;10,5;2,53;1490FF
4933459887;Milwaukee M18 Akku-Kompakt-Säbelsäge FUEL™ HACKZALL™ M18FHZ-0X;23;38,5;24;5,23;1491FF
3357503;2080 x 20 x 0,9 mm, 5 - 8 ZpZ, 0° Sägeband;40;235;235;57;1492FF
3441640;10 mm Innendrehstahl-Satz;205;165;50;55;1493FF
02-0902;RT1200 Flüster Kompressor 200 L / 10 Bar;140;46;90;157;1494FF
4933499229;"M18F2BL-802 	
M18 FUEL™ Akku-Laubbläser Milwaukee";69;22,6;44;10,75;1495FF
4933480592;M12FPP2G2-402X M12 FUEL Powerpack Milwaukee;47,4;13,7;36,9;5,8;1496FF
4932344482;Hammerfeste Schlagbohrkrone SDS-Plus 90 x 50 mm Milwaukee;10;10;13;0,86;1497FF
4932352355;Metallbohrer HSS-G THUNDERWEB DIN 338 4,8 x 86 mm, HSS-G Milwaukee;0,8;4,8;14,6;0,02;1498FF
49560082;Lochsäge Bi-Metall 38 mm Hole Dozer Milwaukee;10,1;7,5;5,3;0,08;1499FF
02-0798;RETTER Werkstatt Ausrüstung im PAKET | Hebebühne, Reifenservice SET & Werkzeug - MECHANIC Paket;0;0;0;1785;1500FF
3792086;1000 mm für HSBM 3160-0.7 Hinteranschlag;0;0;0;0;1501FF
3655226;2825 x 27 x 0,9 mm 6-10 ZpZ Sägeband;0;0;0;56;1502FF
3536370;Ø 6 mm Weldon Halter SK 40 / DIN 69871;145;76;74;1;1503FF
4933498992;M18FCSRH662-0 M18 FUEL™ Akku-Handkreissäge 66 mm Milwaukee;25,1;23,1;38,7;5,5;1504FF
4933431955;PD705 Schlagbohrmaschine Milwaukee;32;9,5;26,5;2,62;1505FF
4932362778;Saugschlauch-Adapter für Mauernutfräsen Milwaukee;0,1;14;20;0,09;1506FF
4932430833;Adapter für Trennschutzhaube 230 mm Milwaukee;18;14;6;0,05;1507FF
4932459774;Spitzmeißel 28 mm Sechskant 400 mm Milwaukee;40;4;4;1,91;1508FF
4932352387;Metallbohrer HSS-G THUNDERWEB DIN 338   10er Pack 4,8 x 86 mm, HSS-G Milwaukee;15,2;3,4;3,2;0,12;1509FF
3649855;1m, Zwischenstück Schienenverlängerung elektromech. Anschlag mit Digitalanzeige;0;0;0;0;1510FF
3530217;175 mm - glatt für MVSP Spannbackenset;0;0;0;18;1511FF
4933478453;"M18FMTIW2P12-502X FUEL™ Akku-Schlagschrauber 1/2"" Vierkant PIN Milwaukee";47,6;13,6;36,1;6,42;1512FF
4932352717;PXPH 16I - 14 16mm Expanderkopf Milwaukee;9,6;6,5;5,8;0,23;1513FF
4932373136;Hammerbohrer M2 SDS-Plus 6 x 210 mm, SDS-Plus 2-Schneiden Milwaukee;1;3,7;27,5;0,06;1514FF
4932479212;Spitzmeißel 21 mm Sechskant 380 mm Milwaukee;39;3;3;0,94;1515FF
4932479227;Flachholzbohrer 40 x 152 mm Milwaukee;21,5;4,5;1,4;0,07;1516FF
4932352231;Metallbohrer HSS-G Doppelend 4,8 x 62 mm, HSS-G Doppelend Milwaukee;2,7;2,6;9,8;0,08;1517FF
4932479553;"QUIK-LOK Adapter für Kreisschneider mit 1/4"" Aufnahme Milwaukee";4,8;14,6;1,5;0,06;1518FF
4932492437;"SHOCKWAVE Steckschlüssel 1/4"" 7,0 x 65 mm, M4 magnetisch Milwaukee";12;5;2;0,03;1519FF
3530381;Ø 14 mm T-Nutensteine;0;0;0;17;1520FF
3450216;Ø 250 mm DIN 6350 A2-5 Vierbacken-Drehfutter Guss;290;260;150;259;1521FF
4933464114;M18FLAG230XPDB-0C FUEL™ Akku-Winkelschleifer Milwaukee;21,3;57,3;73,3;10,5;1522FF
4933479683;M18ONEHCCT60-0C ONE KEY™ Akku-Presswerkzeug Milwaukee;12,5;57,5;44;6,96;1523FF
4932464702;Lochsäge Bi-Metall 83 mm Contractor Milwaukee;10;10,5;10,5;0,32;1524FF
02-01148;RETTER Dichtung für Ventilplatte unten – passend für Kolbenkompressor RT3100;6;6;2;0,5;1525FF
4933428085;AGV12-125XProTector Winkelschleifer Milwaukee;16,2;43;9,6;3,45;1526FF
48533814;Kugelkopffräser 16 mm für extraschmale Öffnungen für M18FCSSM Milwaukee;7;3,7;18;0,02;1527FF
4932430846;Stempel für Lochstanze 32,5 mm / M32 Milwaukee;12,7;7,6;2,4;0,08;1528FF
4932479900;Flügelmeißel SDS-Plus 250 x 22 mm Milwaukee;5,5;2;30,7;0,37;1529FF
4932363135;Flachholzbohrer 16 x 152 mm Milwaukee;13,5;4;0,15;0,05;1530FF
4932352208;Metallbohrer HSS-G kurz DIN 1897 4,2 x 55 mm, HSS-G kurz Milwaukee;7,5;1,8;0,2;0,04;1531FF
4311022;35 mm / R 105 mm Biegesegment;0;0;0;0;1532FF
4933478437;M18FSAGV125XPDB-0X FUEL™ Einstellbarer Akku-Sicherheits-Winkelschleifer m. Bremse Milwaukee;47,5;12,5;36;4,62;1533FF
4933447133;M12BIW12-202C Akku-Schlagschrauber 1/2´´ Vierkant Milwaukee;37,7;31,1;11,7;3,34;1534FF
4933480904;M18ONEBLHPT-302C Geberit Mapress Set Bürstenloses Akku-Presswerkzeug (Sanitär) Set Milwaukee;71,2;45,8;21,2;15,6;1535FF
4932430361;M18TLED-0  Akku-Handleuchte Milwaukee;19,2;10,2;28;0,51;1536FF
4933440590;SSPE1300RX Säbelsäge Milwaukee;29;58;12;6,35;1537FF
4932363658;Holzspiralbohrer DIN 7487 E 10 x 133 mm Milwaukee;23,5;4;1;0,05;1538FF
4932459751;HD Box Größe 1 mit Universaleinlage 475 x 358 x 132 mm Milwaukee;47,5;36;12,8;2,11;1539FF
48532834;Wurzelschneider 150mm / 16mm + 20mm für Akku-Rohrreiniger MXFLSDP Milwaukee;21,5;13;6;0,33;1540FF
4932498415;R22 KRT CU 120 Pressbacken KRT-Profil Milwaukee;7;4;4;0,1;1541FF
49162754;Softgrip-Ummantelung für M18 CIW Milwaukee;9;17,5;7,5;0,13;1542FF
48442778;Ersatz-Messer-Set für FSW für M18HCC Milwaukee;14,6;1,1;20;0,14;1543FF
4932479557;Hammerbohrer MX4 SDS-Plus 50er Pack 6,5 x 165 mm, SDS-Plus 4-Schneiden Milwaukee;17,5;9;7,8;2,33;1544FF
4932478264;Breitmeißel SDS-Plus Premium SLEDGE 250 x 40 mm Milwaukee;34;5;2;0,42;1545FF
4933480478;MXFCOS350G2-0 MX FUEL™ Trennschleifer 350 mm GEN2 Milwaukee;105;40;55;17,5;1546FF
4933471497;M18FBS85-202C FUEL™ Akku-Bandsäge Milwaukee;59,5;20;44,5;10,22;1547FF
4933499198;M18FPT114-802C M18 FUEL™ONE-KEY™ 11/4 ? Akku-Gewindeschneidkluppe Milwaukee;71;18,5;54;17,02;1548FF
4932492669;M18FOPH-RA QUIK-LOK™ Kreiselscheren-Aufsatz Milwaukee;102,3;23,1;30,4;5,4;1549FF
4932471701;Verbindungsendkabel 16mm x 7.6m für Akku-Rohrreiniger MXFLSDP Milwaukee;12;74;74;10,11;1550FF
4932479444;"Pressbacke J18-MP1"" Nennweite MP1"" für M18ONEBLHPT & M18BLHPT Milwaukee";23;16;9,5;3,18;1551FF
4932459459;Presseinsatz für hydraulisches Akku-Presswerkzeug NF13 Cu 120 Milwaukee;7,2;4,4;4,3;0,18;1552FF
4932459537;Presseinsatz für hydraulisches Akku-Presswerkzeug DP13 Cu 2x50 Milwaukee;4;4;7;0,18;1553FF
4932480726;HSFSM -SC75 75 mm Standardkette für M18™ Hochgeschwindigkeitsrohrreiniger mit biegsamer Welle zum Entkalken von Abflüssen Milwaukee;17;5;4;0,24;1554FF
4932430234;Hammerbohrer MX4 SDS-Plus 10er Pack 6 x 215 mm, SDS-Plus 4-Schneiden Milwaukee;21,5;30,5;30,5;0,56;1555FF
4932459291;Absaugbohrer SDS-Max 24 x 600 mm Milwaukee;68,5;11,6;5,7;1,39;1556FF
4933479863;M18FDD3-502X FUEL™ Akku-Bohrschrauber Milwaukee;12,5;47,8;35,5;6,4;1557FF
4933479877;"M12FID2-202X FUEL™ Akku-Kompakt-Schlagschrauber 1/4"" Hex Milwaukee";13;48;36;4,05;1558FF
48361401;PTR2 CW Schneidrad für für MXF PTR2 Milwaukee;15,3;10,2;2,7;0,11;1559FF
4932430284;Pressbacke J18-TH26 Nennweite TH26 für 18 V Presswerkzeug Milwaukee;22,9;16,1;10,1;2,17;1560FF
4932430437;Hammerbohrer MX4 SDS-Plus 50er Pack 6 x 115 mm, SDS-Plus 4-Schneiden Milwaukee;17,6;9,3;8,3;1,86;1561FF
4932352773;Hammerbohrer SDS-Max 24 x 520 mm, SDS-Max 4-Schneiden Milwaukee;3;3;54,5;0,94;1562FF
220013-3-4-;"Aircraft Muffe aus Messing 3/4""";0;0;0;0;1563FF
02-0895;Grabenräumlöffel 1000 mm starr für Minibagger 1–2 t – ohne Zähne, Schnellwechsleraufnahme;100;40;40;65;1564FF
4312008;8 mm Gleitschuh;0;0;0;0;1565FF
3350212;Aufnahmeschaft MK 2 / M10 Kopier- und Planmesserkopf;60;60;110;5;1566FF
02-0619;Wellendichtring & Simmerring 27 bis 58 mm Montagewerkzeug-Satz | 21-teilig | Radialdichtring Demontage-Set | RT-A1044;47;23;7;3;1567FF
4311033;44,5 mm / R 178 mm Biegesegment;0;0;0;0;1568FF
3352728;16 mm - BT20 Halter Messerkopf;40;40;90;36;1569FF
3440734;MK 4 Mitlaufende Zentrierspitze;240;230;210;197;1570FF
4932373343;HSS-G RED COBALT Metallbohrer DIN 338   10er Pack 5,0 x 86 mm, HSS-G Co Milwaukee;3;15;3;0,14;1571FF
4932373320;Metallbohrer HSS-R reduzierter Schaft 14,5 x 169 mm, HSS-R Milwaukee;24,4;4;2,2;0,14;1572FF
4932464673;Lochsäge Bi-Metall 19 mm Contractor Milwaukee;1,7;3,8;9,3;0,04;1573FF
3653508;Ø 350 x 2,5 x 32 mm t8 Sägeblatt;358;374;3;167;1574FF
3356663;MMC1 Kühlschmiernebler;365;150;95;2;1575FF
4932471718;Zubehörbox  für M18FSSM Milwaukee;11,5;47;17,5;1,28;1576FF
4932459480;Presseinsatz für hydraulisches Akku-Presswerkzeug Q13 Cu 50 Milwaukee;4,4;7,6;5;0,2;1577FF
4932451780;Presseinsatz für hydraulisches Akku-Presswerkzeug RU22 Cu/Al 16 für Cu/Al Milwaukee;7;4;4;0,22;1578FF
4932344300;Hammerbohrer M2 SDS-Plus 15 x 260 mm, SDS-Plus 2-Schneiden Milwaukee;32,5;3,5;1,6;0,18;1579FF
49560129;Lochsäge Bi-Metall 56 mm Hole Dozer Milwaukee;12,5;10;5,7;0,14;1580FF
4932492445;"SHOCKWAVE Steckschlüssel 1/4"" Set 4-teilig 7,0/8,0/10/13 mm in PACKOUT kompatibler Kassette Milwaukee";10;10;12;0,21;1581FF
02-01069;RETTER Gummiventile TR412 Reifenventile Set- 25-tlg;0;0;0;0,3;1582FF
02-0575;Werkstatteinrichtung Set 3 Teile PROFI Edition Schranksystem T2 | RETTER;68;70;200;110;1583FF
3649322;2000 x 520 mm, motorisch Rollenbahn;0;0;0;0;1584FF
3352015;SPW 8 Spannwerkzeugsortiment;345;235;95;6;1585FF
4932451748;Presseinsatz für hydraulisches Akku-Presswerkzeug DIN22 Cu 70 für DIN Cu Milwaukee;7;4;4,2;0,1;1586FF
4932451754;Presseinsatz für hydraulisches Akku-Presswerkzeug DIN22 Cu 300 für DIN Cu Milwaukee;7;4;4;0,08;1587FF
4932430916;Matrize für Lochstanze 25,4 mm / M25 Milwaukee;7,4;5,3;12,4;0,31;1588FF
49162681;Zugschraube 19 mm für Stempel ab 28,3 mm Milwaukee;17,6;7,2;3,4;0,26;1589FF
4932430859;Schrauberbit SHOCKWAVE PH3 / 90 mm Milwaukee;1;5;15;0,02;1590FF
4933500239;M18BLBLO-0 Milwaukee M18™ Bürstenloses Akku-Gebläse;28,8;23,3;52,9;3,38;1591FF
4932499165;M18TC-0 Milwaukee M18™ Reise-Ladegerät;10;7,3;18,9;0,56;1592FF
RT01Y9234;4-Schubladen Schrank Modul für Schranksystem - 711 x 507 x 820 mm | RETTER - RT01Y9234;71,1;50,7;82;52,5;1593FF
3649253;2000 x 600 mm, 2500 kg/m Rollenbahn;0;0;0;150;1594FF
3658052;2965 x 27 x 0,9 mm 5-7 ZpZ Sägeband;2965;1;27;25;1595FF
4933492821;M18BLPDRC-0X M18™ bürstenloser Akku-Schlagbohrschrauber Milwaukee;47,5;13,3;36,3;3,46;1596FF
4933441960;M12BID-202C Akku-Schlagschrauber 1/4 Hex Milwaukee;37,8;12,2;31,1;3,38;1597FF
4932499281;Abisolierkopf 40-47 mm Milwaukee 0;15;15;15;1,65;1598FF
4932498412;R22 KRT CU 50 Pressbacken KRT-Profil Milwaukee;7;4;4;0,1;1599FF
4932480171;"Sägeschwert 30 cm / 12"" für M18 FTHCHS30 Sägeschwert 30 cm / 12"" für M18 FTHCHS30 Milwaukee";27;6;0,6;0,56;1600FF
4932352844;Folienbeutelaufnahme 400 ml Aluminium für C18 PCG / M12 PCG Milwaukee;31,8;7,5;7,7;0,4;1601FF
4932352049;Hammerbohrer MX4 SDS-Plus 10er Pack 12 x 160 mm, SDS-Plus 4-Schneiden Milwaukee;5,3;5,2;18,9;0,88;1602FF
4932471142;HSS-G RED COBALT Metallbohrer DIN 338   10er Pack 3,3 x 67 mm, HSS-G Co Milwaukee;2;2;8,9;0,04;1603FF
4932363559;Metallbohrer HSS-R DIN 338  5er Pack 12,5 x 151 mm, HSS-R Milwaukee;17,5;3,7;3,7;0,44;1604FF
02-0818;"RETTER R1 Werkzeugwagen 27"" mit 6 Schubladen & 136-tlg. Werkzeugsatz im Profi Werkzeug – fahrbar & robust";78;46;75;50;1605FF
3797562;Schneider NC2 Steuerung;0;0;0;0;1606FF
3792057;für HSBM 2160-1.0 / 2660-0.8 / 3160-0.7 Höhenverstellung Oberwange;0;0;0;65;1607FF
3880721;Typ E1, Ø 126 x 65 x 50 mm, R 9 / 5 mm Biegerollensatz;0;0;0;0;1608FF
3656302;3660 x 27 x 0,9 mm 6-10 ZpZ Sägeband;400;400;60;62;1609FF
3352742;ER 16 Spannzangenhalterschlüssel;9;185;50;22;1610FF
02-01251;Einspritzpumpe Kraftstoffpumpe für 192F 195F Dieselmotor Koop KD192F;0;0;0;0,4;1611FF
4932498551;M18MPC6 M18™ PACKOUT™ 6-fach Schnellladegerät Milwaukee;32,3;25,8;39,5;4,7;1612FF
4933471194;AGV13-125XSPDEBKIT Winkelschleifer Milwaukee;13,4;47,5;36,5;5,77;1613FF
4932479974;Softgrip-Ummantelung  für M18 FID3  Milwaukee;15,5;7,2;17;0,12;1614FF
49902342;3-tlg. Set bestehend aus Filterbox, Filter und Deckel für M18CDEX/M18-28CPDEX Milwaukee;17,5;11,3;23,3;0,41;1615FF
4932451732;Flachmeißel SDS-Plus schmal 180 x 18 mm Milwaukee;1,3;3,6;23,6;0,1;1616FF
4932472077;HCS Lochsäge 127 x 96 mm Milwaukee;13,2;13,2;10,6;0,76;1617FF
02-0397-inkl. Holzplatte;RETTER Eckunterschrank mit Tür abschließbar  inkl. Holzplatte | RTX-1500;0;0;0;0;1618FF
3880151;Biegewerkzeug zum Drehen von Stangen;0;0;0;0;1619FF
4105160;für WPP 160 HBK Prismenblock-Set;0;0;0;79;1620FF
4933479772;MXFPSC-302 Akku-Vibrationsbohle Milwaukee;94,5;71,2;41,3;28,55;1621FF
4933471953;M18FPFT-202 36mSt Set FUEL™ Akku-Kabeleinziehgerät 36 m, Stahl Milwaukee;53;18;46,5;10,3;1622FF
48532674;Spirale für Akku-Rohrreiniger M18FDCPF 8 mm x 15 m mit Keulenkopf Milwaukee;30,6;29,9;5;4,02;1623FF
4932459288;Absaugbohrer SDS-Max 18 x 600 mm Milwaukee;70,5;12;5;1,08;1624FF
4932363132;Flachholzbohrer 12 x 152 mm Milwaukee;23,5;4;5;0,04;1625FF
4932371765;HSS Kernlochbohrer, lang 38 x 50 mm Milwaukee;4;4;9;0,3;1626FF
02-01040;RETTER Werkzeugwagen mit Türen und 5 Schubladen | R3500XL;136,4;46;86;40;1627FF
4932500416;"SHOCKWAVE Metallbohrer HSS-G RED HEX Titan 1/4""  5er Pack Milwaukee 11,5 x 126 mm";4,9;4,8;19,1;0,36;1628FF
3530361;150 mm für Spannbereicherweiterung Spannbacken-Satz;0;0;0;43;1629FF
3442961;Lang vierkant 11 mm Drehfutterschlüssel;280;200;15;52;1630FF
4933492783;"M18FHIW2F12-502X M18 FUEL™ Akku-Schlagschrauber 1/2"" Milwaukee";47,9;13,3;36,3;7,48;1631FF
4933459761;M12SI-201C Akku-Lötkolben Milwaukee;33;26,5;12;2,41;1632FF
4933480121;M18F2CHS50-802 M18 FUEL™ Akku-Kettensäge 50 cm Schwert Milwaukee;65,5;38,8;33;14,9;1633FF
4932363254;HSS-G RED COBALT Metallbohrer DIN 338 3,2 x 65 mm, HSS-G Co Milwaukee;14,7;5;1;0,02;1634FF
4932352225;Metallbohrer HSS-G Doppelend 3,3 x 49 mm, HSS-G Doppelend Milwaukee;1,9;1,8;7,4;0,02;1635FF
49560702;Lochsäge mit HM-Verzahnung 19 mm Hole Dozer Milwaukee;99;50;29;0,04;1636FF
02-01119;RETTER Werkzeug-Schaumstoffeinlage | T-Griff-Schlüssel-Satz (Torx & Innensechskant) - 567 x 408 x 32 mm;56,7;40,8;3,2;2;1637FF
02-0848;Kraftstoffkanister 10L Metall – Benzinkanister Olivgrün RAL 6003 robust und Auslaufsicher;34,7;17,1;27,4;2,7;1638FF
3620512406;für MKS 315/350 V/VH/VA  051/24, Teilung 6mm Späneräumer;0;0;0;2;1639FF
4933441310;C18PCG 310C-201B Akku-Kartuschenpresse Milwaukee;11;62,5;28,5;5,1;1640FF
4933478869;L4SL550-301 USB-Akku-Handstableuchte Milwaukee;31,7;6;14,7;0,57;1641FF
4933493593;AS2-250EM M Klasse Staubsauger 25L Milwaukee;40,4;41,2;63,7;12,17;1642FF
4932479065;Führungsschiene GR800 800 mm lang Milwaukee;25,2;4,4;89,4;2,39;1643FF
4932352039;Hammerbohrer MX4 SDS-Plus 14 x 450 mm, SDS-Plus 4-Schneiden Milwaukee;1,5;3,5;51,5;0,24;1644FF
4932373356;HSS-G RED COBALT Metallbohrer DIN 338   5er Pack 11,0 x 142 mm, HSS-G Co Milwaukee;5;5;20;0,44;1645FF
4932479042;TCT Lochsäge HM-bestückt einteilig 32 mm Milwaukee;8,3;5;17;0,16;1646FF
4932399709;"Diamant-Nassbohrkrone WCHP 72 x 525 mm / 1 1/4"" UNC Milwaukee";55,4;10;10,6;1,88;1647FF
02-0893-11 mm;"Steckschlüssel-Einsatz Sechskant - Innenvierkant 12,5 mm (1/2"") | SW 6-32 mm 11 mm";10;5;5;0,3;1648FF
3790280;UB 10-280 Haltebügel;0;0;0;5;1649FF
3640287;beweglich seitliche Führungsrolle;0;0;0;0;1650FF
3352065;ISO 50/ER32 - M24/BT50 Spannzangenfutter-Satz;370;300;145;10;1651FF
4933478435;M18ONEFSAG125XPDB-502X ONEKEY™ Akku-Sicherheits-Winkelschleifer Milwaukee;12;47;35;7,01;1652FF
4933448245;BS125 Bandsäge Milwaukee;57,2;23;47,2;11,07;1653FF
4932352027;Hammerbohrer MX4 SDS-Plus 10 x 215 mm, SDS-Plus 4-Schneiden Milwaukee;1,5;3,6;28;0,08;1654FF
4932363683;WS-Holz Schlangenbohrer 12 x 230 mm Milwaukee;30;2;2;0,13;1655FF
48894707;"SHOCKWAVE Metallbohrer HSS-G RED HEX Titan 1/4"" 3,5 x 69 mm Milwaukee";14,7;4,8;0,7;0,02;1656FF
4932464924;BIGHAWG Multimaterial-Lochsäge 44 mm Milwaukee;7,7;9,6;14;0,22;1657FF
4933407345;AG16-125 INOX Milwaukee Winkelschleifer INOX;19,5;50,5;10;3,59;1658FF
3649089;3 m Klapp-Anschlag mit Skala;0;0;0;19;1659FF
4933443320;M18BH-0 Akku-Bohrhammer Milwaukee;9;30;23;2,44;1660FF
4933459684;M18FDCPF10-0C FUEL™ Akku-Rohrreiniger 10 mm Milwaukee;34,5;63,5;36;12,1;1661FF
4932399323;Hammerbohrer M2 SDS-Plus 6,5 x 310 mm, SDS-Plus 2-Schneiden Milwaukee;37,5;1;31;0,07;1662FF
